#,ID,NAME,UNCONSTRAINED,MIRIAM,COMPOSITION,InChI,COMPARTMENT,REPLACEMENT ID,CHARGE,SMILES,MNXM_ID,chebi_id,kegg_id,metMetaNetXID_new,standard_smiles,inchikey0
,beta-D-Glucose 6-phosphate[c],beta-D-Glucose 6-phosphate,,bigg.metabolite/g6p_B;chebi/CHEBI:58247;kegg.compound/C01172;metanetx.chemical/MNXM508;sbo/SBO:0000247,C6H11O9P,,c,s_3950,-2.0,O=P(O)(O)OCC1OC(O)C(O)C(O)C1O,MNXM508,CHEBI:58247,C01172,MNXM1103551,O=P(O)(O)OCC1OC(O)C(O)C(O)C1O,NBSCHQHZLSJFNQ
,alpha-D-Glucose[c],alpha-D-Glucose,,chebi/CHEBI:17925;kegg.compound/C00267;metanetx.chemical/MNXM99;sbo/SBO:0000247,C6H12O6,,c,s_3951,0.0,OCC1OC(O)C(O)C(O)C1O,MNXM99,CHEBI:17925,C00267,MNXM735618,OCC1OC(O)C(O)C(O)C1O,WQZGKKKJIJFFOK
,alpha-D-Glucose 6-phosphate[c],alpha-D-Glucose 6-phosphate,,bigg.metabolite/g6p_A;chebi/CHEBI:58225;kegg.compound/C00668;metanetx.chemical/MNXM215;sbo/SBO:0000247,C6H11O9P,,c,s_3952,-2.0,O=P(O)(O)OCC1OC(O)C(O)C(O)C1O,MNXM215,CHEBI:58225,C00668,MNXM729990,O=P(O)(O)OCC1OC(O)C(O)C(O)C1O,NBSCHQHZLSJFNQ
,D-Glucosamine[c],D-Glucosamine,,bigg.metabolite/gam;chebi/CHEBI:47977;kegg.compound/C00329;metanetx.chemical/MNXM533;sbo/SBO:0000247,C6H14NO5,,c,s_3953,1.0,NC1C(O)OC(CO)C(O)C1O,MNXM533,CHEBI:47977,C00329,MNXM735655,NC1C(O)OC(CO)C(O)C1O,MSWZFWKMSRAUBD
,beta-D-Fructose[c],beta-D-Fructose,,bigg.metabolite/fru_B;chebi/CHEBI:28645;kegg.compound/C02336;metanetx.chemical/MNXM1542;sbo/SBO:0000247,C6H12O6,,c,s_3954,0.0,OCC1OC(O)(CO)C(O)C1O,MNXM1542,CHEBI:28645,C02336,MNXM729609,OCC1OC(O)(CO)C(O)C1O,RFSUNEUAIZKAJO
,D-Glycerate[c],D-Glycerate,,bigg.metabolite/glyc__R;chebi/CHEBI:16659;kegg.compound/C00258;metanetx.chemical/MNXM189;sbo/SBO:0000247,C3H5O4,,c,s_3958,-1.0,O=C([O-])C(O)CO,MNXM189,CHEBI:16659,C00258,MNXM732052,O=C([O-])C(O)CO,RBNPOMFGQQGHHO
,2-Propynal[c],2-Propynal,,chebi/CHEBI:27976;kegg.compound/C05985;metanetx.chemical/MNXM2716;sbo/SBO:0000247,C3H2O,,c,s_3959,0.0,C#CC=O,MNXM2716,CHEBI:27976,C05985,,C#CC=O,IJNJLGFTSIAHEA
,Propynoate[c],Propynoate,,chebi/CHEBI:15364;kegg.compound/C00804;metanetx.chemical/MNXM2422;sbo/SBO:0000247,C3HO2,,c,s_3960,-1.0,C#CC(=O)[O-],MNXM2422,CHEBI:15364,C00804,,C#CC(=O)[O-],UORVCLMRJXCDCP
,D-Glucuronolactone[c],D-Glucuronolactone,,bigg.metabolite/glcurn;chebi/CHEBI:18268;kegg.compound/C02670;metanetx.chemical/MNXM17108;sbo/SBO:0000247,C6H8O6,,c,s_3961,0.0,[H][C@@]1(OC(=O)[C@@H](O)[C@H]1O)[C@@H](O)C=O,MNXM17108,CHEBI:18268,C02670,MNXM730574,O=C[C@H](O)[C@H]1OC(=O)[C@@H](O)[C@H]1O,UYUXSRADSPPKRZ
,D-Glucarate[c],D-Glucarate,,bigg.metabolite/glcr;chebi/CHEBI:30612;kegg.compound/C00818;metanetx.chemical/MNXM744;sbo/SBO:0000247,C6H8O8,,c,s_3962,-2.0,O=C(O)C(O)C(O)C(O)C(O)C(=O)O,MNXM744,CHEBI:30612,C00818,MNXM726566,O=C(O)C(O)C(O)C(O)C(O)C(=O)O,DSLZVSRJTYRBFB
,4-Trimethylammoniobutanal[c],4-Trimethylammoniobutanal,,bigg.metabolite/4tmeabut;chebi/CHEBI:18020;kegg.compound/C01149;metanetx.chemical/MNXM940;sbo/SBO:0000247,C7H16NO,,c,s_3963,1.0,C[N+](C)(C)CCCC=O,MNXM940,CHEBI:18020,C01149,,C[N+](C)(C)CCCC=O,OITBLCDWXSXNCN
,4-Trimethylammoniobutanoate[c],4-Trimethylammoniobutanoate,,bigg.metabolite/4tmeabutn;chebi/CHEBI:1941;kegg.compound/C01181;metanetx.chemical/MNXM626;sbo/SBO:0000247,C7H15NO2,,c,s_3964,0.0,C[N+](C)(C)CCCC(=O)[O-],MNXM626,CHEBI:1941,C01181,MNXM738926,C[N+](C)(C)CCCC(=O)[O-],JHPNVNIEXXLNTR
,(S)-Methylmalonate semialdehyde[c],(S)-Methylmalonate semialdehyde,,bigg.metabolite/mmtsa;chebi/CHEBI:62413;kegg.compound/C06002;metanetx.chemical/MNXM933;sbo/SBO:0000247,C4H5O3,,c,s_3965,-1.0,CC(C=O)C(=O)O,MNXM933,CHEBI:62413,C06002,MNXM1105058,CC(C=O)C(=O)O,VOKUMXABRRXHAR
,Methylmalonate[c],Methylmalonate,,bigg.metabolite/mmal;chebi/CHEBI:17453;kegg.compound/C02170;metanetx.chemical/MNXM1572;sbo/SBO:0000247,C4H4O4,,c,s_3966,-2.0,CC(C(=O)O)C(=O)O,MNXM1572,CHEBI:17453,C02170,,CC(C(=O)O)C(=O)O,ZIYVHBGGAOATLY
,Imidazole-4-acetaldehyde[c],Imidazole-4-acetaldehyde,,bigg.metabolite/im4act;chebi/CHEBI:27398;kegg.compound/C05130;metanetx.chemical/MNXM1745;sbo/SBO:0000247,C5H6N2O,,c,s_3967,0.0,O=CCc1cnc[nH]1,MNXM1745,CHEBI:27398,C05130,,O=CCc1cnc[nH]1,MQSRGWNVEZRLDK
,Imidazole-4-acetate[c],Imidazole-4-acetate,,bigg.metabolite/im4ac;chebi/CHEBI:16974;kegg.compound/C02835;metanetx.chemical/MNXM1330;sbo/SBO:0000247,C5H5N2O2,,c,s_3968,-1.0,O=C(O)Cc1cnc[nH]1,MNXM1330,CHEBI:16974,C02835,MNXM728088,O=C(O)Cc1cnc[nH]1,PRJKNHOMHKJCEJ
,"3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al[c]","3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al",,bigg.metabolite/xol7ah2al;chebi/CHEBI:27428;kegg.compound/C05445;metanetx.chemical/MNXM1174;sbo/SBO:0000247,C27H46O3,,c,s_3969,0.0,CC(C=O)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,MNXM1174,CHEBI:27428,C05445,,CC(C=O)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,YWGOKHMOJTZGBN
,"3alpha,7alpha-Dihydroxy-5beta-cholestanate[c]","3alpha,7alpha-Dihydroxy-5beta-cholestanate",,bigg.metabolite/dhcholestanate;chebi/CHEBI:16577;kegg.compound/C04554;metanetx.chemical/MNXM484588;sbo/SBO:0000247,C27H45O4,,c,s_3970,-1.0,CC(CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C)C(=O)O,MNXM484588,CHEBI:16577,C04554,MNXM36876,CC(CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C)C(=O)O,ITZYGDKGRKKBSN
,5-Hydroxyindoleacetaldehyde[c],5-Hydroxyindoleacetaldehyde,,bigg.metabolite/5hoxindact;chebi/CHEBI:50157;kegg.compound/C05634;metanetx.chemical/MNXM1057;sbo/SBO:0000247,C10H9NO2,,c,s_3971,0.0,O=CCc1c[nH]c2ccc(O)cc12,MNXM1057,CHEBI:50157,C05634,,O=CCc1c[nH]c2ccc(O)cc12,OBFAPCIUSYHFIE
,5-Hydroxyindoleacetate[c],5-Hydroxyindoleacetate,,bigg.metabolite/5hoxindoa;chebi/CHEBI:27823;kegg.compound/C05635;metanetx.chemical/MNXM1961;sbo/SBO:0000247,C10H8NO3,,c,s_3972,-1.0,O=C(O)Cc1c[nH]c2ccc(O)cc12,MNXM1961,CHEBI:27823,C05635,MNXM732179,O=C(O)Cc1c[nH]c2ccc(O)cc12,DUUGKQCEGZLZNO
,N4-Acetylaminobutanal[c],N4-Acetylaminobutanal,,bigg.metabolite/n4abutn;chebi/CHEBI:7386;kegg.compound/C05936;metanetx.chemical/MNXM1527;sbo/SBO:0000247,C6H11NO2,,c,s_3973,0.0,CC(=O)NCCCC=O,MNXM1527,CHEBI:7386,C05936,,CC(=O)NCCCC=O,DDSLGZOYEPKPSJ
,4-Acetamidobutanoate[c],4-Acetamidobutanoate,,bigg.metabolite/4aabutn;chebi/CHEBI:11951;kegg.compound/C02946;metanetx.chemical/MNXM2083;sbo/SBO:0000247,C6H10NO3,,c,s_3974,-1.0,CC(=O)NCCCC(=O)O,MNXM2083,CHEBI:11951,C02946,,CC(=O)NCCCC(=O)O,UZTFMUBKZQVKLK
,trans-3-Chloroallyl aldehyde[c],trans-3-Chloroallyl aldehyde,,chebi/CHEBI:28452;kegg.compound/C06613;metanetx.chemical/MNXM5312;sbo/SBO:0000247,C3H3ClO,,c,s_3975,0.0,O=CC=CCl,MNXM5312,CHEBI:28452,C06613,,O=CC=CCl,ZSOPPQGHWJVKJB
,trans-3-Chloroacrylic acid[c],trans-3-Chloroacrylic acid,,chebi/CHEBI:19982;kegg.compound/C06614;metanetx.chemical/MNXM6086;sbo/SBO:0000247,C3H2ClO2,,c,s_3976,-1.0,O=C(O)C=CCl,MNXM6086,CHEBI:19982,C06614,MNXM738791,O=C(O)C=CCl,MHMUCYJKZUZMNJ
,cis-3-Chloroallyl aldehyde[c],cis-3-Chloroallyl aldehyde,,chebi/CHEBI:80465;kegg.compound/C16348;metanetx.chemical/MNXM6216;sbo/SBO:0000247,C3H3ClO,,c,s_3977,0.0,O=CC=CCl,MNXM6216,CHEBI:80465,C16348,,O=CC=CCl,ZSOPPQGHWJVKJB
,cis-3-Chloroacrylic acid[c],cis-3-Chloroacrylic acid,,chebi/CHEBI:27397;kegg.compound/C06615;metanetx.chemical/MNXM46935;sbo/SBO:0000247,C3H2ClO2,,c,s_3978,-1.0,O=C(O)C=CCl,MNXM46935,CHEBI:27397,C06615,,O=C(O)C=CCl,MHMUCYJKZUZMNJ
,Chloroacetaldehyde[c],Chloroacetaldehyde,,chebi/CHEBI:27871;kegg.compound/C06754;metanetx.chemical/MNXM1816;sbo/SBO:0000247,C2H3ClO,,c,s_3979,0.0,O=CCCl,MNXM1816,CHEBI:27871,C06754,,O=CCCl,QSKPIOLLBIHNAC
,Chloroacetic acid[c],Chloroacetic acid,,chebi/CHEBI:27869;kegg.compound/C06755;metanetx.chemical/MNXM1468;sbo/SBO:0000247,C2H2ClO2,,c,s_3980,-1.0,O=C(O)CCl,MNXM1468,CHEBI:27869,C06755,,O=C(O)CCl,FOCAUTSVDIKZOP
,Perillyl aldehyde[c],Perillyl aldehyde,,bigg.metabolite/pylald;chebi/CHEBI:15421;kegg.compound/C02576;metanetx.chemical/MNXM2149;sbo/SBO:0000247,C10H14O,,c,s_3981,0.0,C=C(C)C1CC=C(C=O)CC1,MNXM2149,CHEBI:15421,C02576,,C=C(C)C1CC=C(C=O)CC1,RUMOYJJNUMEFDD
,Perillic acid[c],Perillic acid,,bigg.metabolite/peracd;chebi/CHEBI:36999;kegg.compound/C11924;metanetx.chemical/MNXM2414;sbo/SBO:0000247,C10H13O2,,c,s_3982,-1.0,C=C(C)C1CC=C(C(=O)O)CC1,MNXM2414,CHEBI:36999,C11924,,C=C(C)C1CC=C(C(=O)O)CC1,CDSMSBUVCWHORP
,"2-trans,6-trans-Farnesal[c]","2-trans,6-trans-Farnesal",,chebi/CHEBI:15894;kegg.compound/C03461;metanetx.chemical/MNXM1959;sbo/SBO:0000247,C15H24O,,c,s_3983,0.0,CC(C)=CCCC(C)=CCCC(C)=CC=O,MNXM1959,CHEBI:15894,C03461,,CC(C)=CCCC(C)=CCCC(C)=CC=O,YHRUHBBTQZKMEX
,Farnesoic acid[c],Farnesoic acid,,chebi/CHEBI:84162;kegg.compound/C16502;metanetx.chemical/MNXM3989;sbo/SBO:0000247,C15H23O2,,c,s_3984,-1.0,CC(C)=CCCC(C)=CCCC(C)=CC(=O)O,MNXM3989,CHEBI:84162,C16502,MNXM735428,CC(C)=CCCC(C)=CCCC(C)=CC(=O)O,WJHFZYAELPOJIV
,phospholipid[erm],phospholipid,,chebi/CHEBI:16247;kegg.compound/C00865;sbo/SBO:0000247,C5H6O8PR3,,erm,s_3985,0.0,,,CHEBI:16247,C00865,,,
,phospholipid[gm],phospholipid,,chebi/CHEBI:16247;kegg.compound/C00865;sbo/SBO:0000247,C5H6O8PR3,,gm,s_3986,0.0,,,CHEBI:16247,C00865,,,
,ADP[erm],ADP,,bigg.metabolite/adp;chebi/CHEBI:456216;kegg.compound/C00008;metanetx.chemical/MNXM7;sbo/SBO:0000247,C10H12N5O10P2,,erm,s_3987,-3.0,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,MNXM7,CHEBI:456216,C00008,MNXM40333,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,XTWYTFMLZFPYCI
,1-oleoyl-sn-glycerol[c],1-oleoyl-sn-glycerol,,chebi/CHEBI:75757;metanetx.chemical/MNXM62354;sbo/SBO:0000247,C21H40O4,,c,s_3988,0.0,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)CO,MNXM62354,CHEBI:75757,,,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)CO,RZRNAYUHWVFMIP
,G10526[er],G10526,,chebi/CHEBI:132511;sbo/SBO:0000247,C66H112N2O42P2R,,er,s_3989,-2.0,,,CHEBI:132511,,,,
,G00006[er],G00006,,chebi/CHEBI:132515;sbo/SBO:0000247,C78H132N2O52P2R,,er,s_3990,-2.0,,,CHEBI:132515,,,,
,carnosine[c],carnosine,,bigg.metabolite/carn;chebi/CHEBI:15727;kegg.compound/C00386;metanetx.chemical/MNXM1419;sbo/SBO:0000247,C9H14N4O3,,c,s_3991,0.0,NCCC(=O)NC(Cc1cnc[nH]1)C(=O)O,MNXM1419,CHEBI:15727,C00386,MNXM726951,NCCC(=O)NC(Cc1cnc[nH]1)C(=O)O,CQOVPNPJLQNMDC
,anserine[c],anserine,,bigg.metabolite/ans;chebi/CHEBI:18323;kegg.compound/C01262;metanetx.chemical/MNXM2639;sbo/SBO:0000247,C10H16N4O3,,c,s_3992,0.0,Cn1cncc1CC(NC(=O)CCN)C(=O)O,MNXM2639,CHEBI:18323,C01262,,Cn1cncc1CC(NC(=O)CCN)C(=O)O,MYYIAHXIVFADCU
,G10595[er],G10595,,metanetx.chemical/MNXM9262;sbo/SBO:0000247,C72H122N2O47P2R,,er,s_3993,-2.0,,MNXM9262,,,,,
,G10596[er],G10596,,metanetx.chemical/MNXM9265;sbo/SBO:0000247,C78H132N2O52P2R,,er,s_3994,-2.0,,MNXM9265,,,,,
,G10597[er],G10597,,sbo/SBO:0000247,C84H142N2O57P2R,,er,s_3995,-2.0,,,,,,,
,G00007[er],G00007,,kegg.compound/C05868;metanetx.chemical/MNXM31425;sbo/SBO:0000247,C90H152N2O62P2R,,er,s_3996,-2.0,,MNXM31425,,C05868,MNXM726486,,
,glycolate[c],glycolate,,bigg.metabolite/glyclt;chebi/CHEBI:29805;kegg.compound/C00160;metanetx.chemical/MNXM222;sbo/SBO:0000247,C2H3O3,,c,s_3997,-1.0,O=C(O)CO,MNXM222,CHEBI:29805,C00160,,O=C(O)CO,AEMRFAOFKBGASW
,sucrose[c],sucrose,,bigg.metabolite/sucr;chebi/CHEBI:17992;kegg.compound/C00089;metanetx.chemical/MNXM167;sbo/SBO:0000247,C12H22O11,,c,s_3998,0.0,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,MNXM167,CHEBI:17992,C00089,MNXM731284,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,CZMRCDWAGMRECN
,Isomaltose[c],Isomaltose,,bigg.metabolite/isomal;chebi/CHEBI:28189;kegg.compound/C00252;metanetx.chemical/MNXM58018;sbo/SBO:0000247,C12H22O11,,c,s_3999,0.0,OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,MNXM58018,CHEBI:28189,C00252,MNXM728397,OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,DLRVVLDZNNYCBX
,Dextrin[c],Dextrin,,bigg.metabolite/starch;chebi/CHEBI:28675;kegg.compound/C00721;sbo/SBO:0000247,C12H20O10,,c,s_4000,0.0,,,CHEBI:28675,C00721,,,
,G10598[er],G10598,,metanetx.chemical/MNXM9336;sbo/SBO:0000247,C96H162N2O67P2R,,er,s_4001,0.0,,MNXM9336,,,,,
,G00149[er],G00149,,metanetx.chemical/MNXM7903;sbo/SBO:0000247,,,er,s_4002,0.0,,MNXM7903,,,,,
,G00140[er],G00140,,metanetx.chemical/MNXM9266;sbo/SBO:0000247,,,er,s_4003,0.0,,MNXM9266,,,,,
,Sulfur donor[m],Sulfurdonor,,chebi/CHEBI:80867;kegg.compound/C17023;metanetx.chemical/MNXM4111;sbo/SBO:0000247,,,m,s_4004,0.0,,MNXM4111,CHEBI:80867,C17023,,,
,5'-Deoxyadenosine[m],5'-Deoxyadenosine,,bigg.metabolite/dad_5;chebi/CHEBI:17319;kegg.compound/C05198;metanetx.chemical/MNXM316;sbo/SBO:0000247,C10H13N5O3,,m,s_4005,0.0,CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,MNXM316,CHEBI:17319,C05198,MNXM1103313,CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,XGYIMTFOTBMPFP
,S-sulfanyl-[L-cysteine desulfurase][m],S-sulfanyl-[L-cysteinedesulfurase],,sbo/SBO:0000247,,,m,s_4006,0.0,,,,,,,
,[disordered-form [Fe-S] cluster scaffold protein][m],[disordered-form[Fe-S]clusterscaffoldprotein],,sbo/SBO:0000247,,,m,s_4007,0.0,,,,,,,
,S-sulfanyl-[cysteine desulfurase]-[disordered-form scaffold protein] complex[m],S-sulfanyl-[cysteinedesulfurase]-[disordered-formscaffoldprotein]complex,,sbo/SBO:0000247,,,m,s_4008,0.0,,,,,,,
,hydrogen cyanide[m],hydrogen cyanide,,bigg.metabolite/cyan;chebi/CHEBI:18407;kegg.compound/C01326;metanetx.chemical/MNXM254;sbo/SBO:0000247,CHN,,m,s_4009,0.0,C#N,MNXM254,CHEBI:18407,C01326,MNXM727655,C#N,LELOWRISYMNNSU
,thiosulfate[m],thiosulfate,,bigg.metabolite/tsul;chebi/CHEBI:33541;kegg.compound/C00320;metanetx.chemical/MNXM323;sbo/SBO:0000247,HO3S2,,m,s_4010,-1.0,O=S([O-])([O-])=S,MNXM323,CHEBI:33541,C00320,MNXM731077,O=S([O-])([O-])=S,DHCDFWKWKRSZHF
,sulphite[m],sulphite,,bigg.metabolite/so3;chebi/CHEBI:17359;kegg.compound/C11481;metanetx.chemical/MNXM105630;sbo/SBO:0000247,O3S,,m,s_4011,-2.0,O=S([O-])[O-],MNXM105630,CHEBI:17359,C11481,MNXM726339,O=S([O-])[O-],LSNNMFCWUKXFEE
,thiocyanate[m],thiocyanate,,bigg.metabolite/tcynt;chebi/CHEBI:29200;kegg.compound/C01755;metanetx.chemical/MNXM762;sbo/SBO:0000247,CNS,,m,s_4012,-1.0,N#C[S-],MNXM762,CHEBI:29200,C01755,MNXM740078,N#C[S-],ZMZDMBWJUHKJPS
,Mg(2+)[c],Mg(2+),,bigg.metabolite/mg2;chebi/CHEBI:18420;kegg.compound/C00305;metanetx.chemical/MNXM653;sbo/SBO:0000247,Mg,,c,s_4013,2.0,[Mg+2],MNXM653,CHEBI:18420,C00305,,[Mg+2],JLVVSXFLKOJNIY
,Mg(2+)[m],Mg(2+),,bigg.metabolite/mg2;chebi/CHEBI:18420;kegg.compound/C00305;metanetx.chemical/MNXM653;sbo/SBO:0000247,Mg,,m,s_4014,2.0,[Mg+2],MNXM653,CHEBI:18420,C00305,,[Mg+2],JLVVSXFLKOJNIY
,UDP-D-glucose[er],UDP-D-glucose,,bigg.metabolite/udpg;chebi/CHEBI:58367;kegg.compound/C00029;metanetx.chemical/MNXM722710;sbo/SBO:0000247,C15H22N2O17P2,,er,s_4015,-2.0,O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1,MNXM722710,CHEBI:58367,C00029,MNXM739638,O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1,HSCJRCZFDFQWRP
,sulphate[er],sulphate,,bigg.metabolite/so4;chebi/CHEBI:16189;kegg.compound/C00059;metanetx.chemical/MNXM58;sbo/SBO:0000247,O4S,,er,s_4016,-2.0,O=S(=O)([O-])[O-],MNXM58,CHEBI:16189,C00059,,O=S(=O)([O-])[O-],QAOWNCQODCNURD
,N-Acetyl-D-glucosamine[c],N-Acetyl-D-glucosamine,,bigg.metabolite/acgam;chebi/CHEBI:506227;kegg.compound/C00140;metanetx.chemical/MNXM143;sbo/SBO:0000247,C8H15NO6,,c,s_4017,0.0,CC(=O)NC1C(O)OC(CO)C(O)C1O,MNXM143,CHEBI:506227,C00140,MNXM728393,CC(=O)NC1C(O)OC(CO)C(O)C1O,OVRNDRQMDRJTHS
,polyphosphate[c],polyphosphate,,chebi/CHEBI:16838;kegg.compound/C00404;metanetx.chemical/MNXM77738;sbo/SBO:0000247,HO7P2,,c,s_4018,-3.0,,MNXM77738,CHEBI:16838,C00404,MNXM731400,,
,Cu2(+)[c],Cu2(+),,bigg.metabolite/cu2;chebi/CHEBI:29036;kegg.compound/C00070;metanetx.chemical/MNXM632;sbo/SBO:0000247,Cu,,c,s_4019,2.0,,MNXM632,CHEBI:29036,C00070,MNXM731165,,
,Cu2(+)[g],Cu2(+),,bigg.metabolite/cu2;chebi/CHEBI:29036;kegg.compound/C00070;metanetx.chemical/MNXM632;sbo/SBO:0000247,Cu,,g,s_4020,2.0,,MNXM632,CHEBI:29036,C00070,MNXM731165,,
,2-Oxoglutaramate[c],2-Oxoglutaramate,,bigg.metabolite/HC00591;chebi/CHEBI:16769;kegg.compound/C00940;metanetx.chemical/MNXM575;sbo/SBO:0000247,C5H6NO4,,c,s_4021,-1.0,NC(=O)CCC(=O)C(=O)O,MNXM575,CHEBI:16769,C00591,MNXM1091725,NC(=O)CCC(=O)C(=O)O,COJBGNAUUSNXHX
,porphyrin[m],porphyrin,,chebi/CHEBI:8337;kegg.compound/C05113;metanetx.chemical/MNXM2714;sbo/SBO:0000247,C20H14N4,,m,s_4022,0.0,C1=Cc2cc3ccc(cc4ccc(cc5nc(cc1n2)C=C5)[nH]4)[nH]3,MNXM2714,CHEBI:8337,C05113,MNXM733332,C1=Cc2cc3ccc(cc4ccc(cc5nc(cc1n2)C=C5)[nH]4)[nH]3,JZRYQZJSTWVBBD
,porphyrin[c],porphyrin,,chebi/CHEBI:8337;kegg.compound/C05113;metanetx.chemical/MNXM2714;sbo/SBO:0000247,C20H14N4,,c,s_4023,0.0,C1=Cc2cc3ccc(cc4ccc(cc5nc(cc1n2)C=C5)[nH]4)[nH]3,MNXM2714,CHEBI:8337,C05113,MNXM733332,C1=Cc2cc3ccc(cc4ccc(cc5nc(cc1n2)C=C5)[nH]4)[nH]3,JZRYQZJSTWVBBD
,Starch[c],Starch,,sbo/SBO:0000247,C12H22O11,,c,s_4024,0.0,,,,,,,
,UDP-N-acetyl-alpha-D-glucosamine[g],UDP-N-acetyl-alpha-D-glucosamine,,bigg.metabolite/uacgam;chebi/CHEBI:57705;kegg.compound/C00043;metanetx.chemical/MNXM47;sbo/SBO:0000247,C17H25N3O17P2,,g,s_4025,-2.0,CC(=O)NC1C(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)OC(CO)C(O)C1O,MNXM47,CHEBI:57705,C00043,MNXM736705,CC(=O)NC1C(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)OC(CO)C(O)C1O,LFTYTUAZOPRMMI
,Zn(2+)[m],Zn(2+),,bigg.metabolite/zn2;chebi/CHEBI:29105;kegg.compound/C00038;metanetx.chemical/MNXM149;sbo/SBO:0000247,Zn,,m,s_4026,2.0,[Zn+2],MNXM149,CHEBI:29105,C00038,MNXM729214,[Zn+2],PTFCDOFLOPIGGS
,Zn(2+)[v],Zn(2+),,bigg.metabolite/zn2;chebi/CHEBI:29105;kegg.compound/C00038;metanetx.chemical/MNXM149;sbo/SBO:0000247,Zn,,v,s_4027,2.0,[Zn+2],MNXM149,CHEBI:29105,C00038,MNXM729214,[Zn+2],PTFCDOFLOPIGGS
,RX[m],RX,,chebi/CHEBI:17792;kegg.compound/C01322;metanetx.chemical/MNXM6428;sbo/SBO:0000247,RX,,m,s_4028,0.0,,MNXM6428,CHEBI:17792,C01322,MNXM729696,,
,HX[m],HX,,chebi/CHEBI:16042;kegg.compound/C00462;metanetx.chemical/MNXM55844;sbo/SBO:0000247,X,,m,s_4029,-1.0,,MNXM55844,CHEBI:16042,C00462,MNXM727915,,
,R-S-glutathione[m],R-S-glutathione,,chebi/CHEBI:17021;kegg.compound/C02320;metanetx.chemical/MNXM3350;sbo/SBO:0000247,C10H16N3O6SR,,m,s_4030,0.0,,MNXM3350,CHEBI:17021,C02320,MNXM734335,,
,iron(3+)[v],iron(3+),,bigg.metabolite/fe3;chebi/CHEBI:29034;kegg.compound/C14819;metanetx.chemical/MNXM196;sbo/SBO:0000247,Fe,,v,s_4031,3.0,[Fe+3],MNXM196,CHEBI:29034,C14819,MNXM726710,[Fe+3],VTLYFUHAOXGGBS
,[protein]-L-lysine[c],[protein]-L-lysine,,bigg.metabolite/pcollglys;chebi/CHEBI:29969;kegg.compound/C02188;sbo/SBO:0000247,C6H13N2O,,c,s_4032,1.0,,,CHEBI:29969,C02188,,,
,[protein]-N(6)-acetyl-L-lysine[c],[protein]-N(6)-acetyl-L-lysine,,chebi/CHEBI:61930;sbo/SBO:0000247,C8H14N2O2,,c,s_4033,0.0,,,CHEBI:61930,,,,
,Ala-Gln[e],Ala-Gln,,bigg.metabolite/ala_L_gln__L;chebi/CHEBI:73788;metanetx.chemical/MNXM40495;sbo/SBO:0000247,C8H15N3O4,,e,s_4034,0.0,CC(N)C(=O)NC(CCC(N)=O)C(=O)O,MNXM40495,CHEBI:73788,,,CC(N)C(=O)NC(CCC(N)=O)C(=O)O,HJCMDXDYPOUFDY
,Ala-Gln[c],Ala-Gln,,bigg.metabolite/ala_L_gln__L;chebi/CHEBI:73788;metanetx.chemical/MNXM40495;sbo/SBO:0000247,C8H15N3O4,,c,s_4035,0.0,CC(N)C(=O)NC(CCC(N)=O)C(=O)O,MNXM40495,CHEBI:73788,,,CC(N)C(=O)NC(CCC(N)=O)C(=O)O,HJCMDXDYPOUFDY
,Ala-Gln[v],Ala-Gln,,bigg.metabolite/ala_L_gln__L;chebi/CHEBI:73788;metanetx.chemical/MNXM40495;sbo/SBO:0000247,C8H15N3O4,,v,s_4036,0.0,CC(N)C(=O)NC(CCC(N)=O)C(=O)O,MNXM40495,CHEBI:73788,,,CC(N)C(=O)NC(CCC(N)=O)C(=O)O,HJCMDXDYPOUFDY
