Product name,Predicted reaction number,Predicted reaction Yeast-MetaTwin ID,Predicted reaction,Predicted genes of reaction
L-glutamate,41,rxn3029,L-alanine + L-glutamate => H2O + L-gamma-glutamyl-L-alanine,YBR281C or YFR044C or YBR180W or YJR152W or YGR260W or YHR113W or YBR286W or YKL103C or YKL165C or YLL029W or YBL091C or YLR244C or YKL157W or YER078C or YHR047C or YNL021W or YFL060C or YIL060W or YNL334C or YLR351C or YPR068C or YGL037C or YLR308W or YMR281W or YBR248C or YLR155C or YBR183W or YJL213W or YPL096W or YPL087W or YMR154C or YPL116W or YIL163C or YDR428C or YPR138C or YGL194C or YNL330C or YLR158C or YLR307W or YJL126W or YDR321W or YLR157C or YDR242W or YLR160C or YMR095C or YJL172W or YPL096C-A
Glutathione,1,rxn587,formaldehyde + glutathione => s-(hydroxymethyl)glutathione,YML004C or YJL003W or YHR112C or YAL012W or YAL039C or YPL098C or YGL184C or YFR055W or YKL087C or YNR018W or YDR536W or YLR174W or YHR183W or YJL214W or YJR096W or YNL241C or YOR100C or YIL074C or YKL029C or YDL066W or YAL060W or YNL037C or YBR159W or YCL018W or YJR159W or YDR368W or YNL318C or YMR041C or YLR100W or YDR387C or YOR246C or YKR009C or YOL126C or YNL009W or YEL069C or YIR035C or YDL022W or YFL011W or YDL114W or YOL156W or YBR149W or YJR139C or YNL274C or YGL001C or YMR011W or YER081W or YMR318C or YLR081W or YGL256W or YAL061W or YOR120W or YDL168W or YOL151W or YDR345C or YML056C or YHR063C or YPL088W or YCR107W or YCR105W or YDL144C or YDR342C or YNR073C or YLR426W or YNL331C or YBR145W or YHR092C or YLR432W or YMR303C or YGR256W or YNR072W or YDR343C or YIL094C or YDL078C or YLR070C or YBR265W or YEL070W or YJL219W or YJR155W or YJR158W or YIR036C or YMR083W or YFL058W or YOR136W or YBR153W or YLR450W or YDL246C or YLR355C or YOL165C or YML075C or YDL243C or YMR226C or YIL124W or YGL077C or YOL059W or YHR216W or YPR127W or YHR094C or YKL071W or YGR215W or YOL086C or YDL245C or YKL085W or YHR104W
Glutathione,2,rxn714,glutathione + pyruvate => L-alanine + N-(4-oxoglutarate)-L-cysteinylglycine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
Glutathione,3,rxn733,3-(4-hydroxyphenyl)pyruvate + glutathione => L-tyrosine + N-(4-oxoglutarate)-L-cysteinylglycine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
Glutathione,4,rxn1235,glutathione + glyoxylate => L-glycine + N-(4-oxoglutarate)-L-cysteinylglycine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
Glutathione,5,rxn1559,"glutathione + 4-(2-aminophenyl)-2,4-dioxobutanoate => L-kynurenine + N-(4-oxoglutarate)-L-cysteinylglycine",YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
Glutathione,6,rxn2285,glutathione + H2O + oxygen => ammonium + hydrogen peroxide + N-(4-oxoglutarate)-L-cysteinylglycine,YBR035C or YFR033C
L-tyrosine,1,rxn123,3-methyl-2-oxobutanoate + L-tyrosine => 3-(4-hydroxyphenyl)pyruvate + L-valine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,2,rxn135,(S)-3-methyl-2-oxopentanoate + L-tyrosine => 3-(4-hydroxyphenyl)pyruvate + L-isoleucine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,3,rxn258,L-tyrosine + oxaloacetate => 3-(4-hydroxyphenyl)pyruvate + 2 H+ + L-aspartate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,4,rxn433,3-aminopropanal + L-tyrosine => 3-(4-hydroxyphenyl)pyruvate + trimethylenediamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,5,rxn444,L-tyrosine + phenylacetaldehyde => 3-(4-hydroxyphenyl)pyruvate + phenylethylamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,6,rxn457,L-tyrosine + Imidazole-4-acetaldehyde => 3-(4-hydroxyphenyl)pyruvate + histamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,7,rxn759,L-tyrosine + succinic semialdehyde => 3-(4-hydroxyphenyl)pyruvate + gamma-aminobutyrate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,8,rxn760,glycolaldehyde + L-tyrosine => 3-(4-hydroxyphenyl)pyruvate + ethanolamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,9,rxn835,H2O + L-tyrosine => ammonium + pyruvate + phenol,YDR087C or YDR487C or YEL004W or YDR403W
L-tyrosine,10,rxn989,L-tyrosine + phenylacetic acid => L-phenylalanine + 4-hydroxyphenylacetic acid,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,11,rxn992,L-tyrosine + Benzoate => 4-hydroxybenzoate + L-phenylalanine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,12,rxn994,L-tyrosine + cinnamic acid => L-phenylalanine + trans-4-coumaric acid,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,13,rxn998,L-tyrosine + phenylacetaldehyde => L-phenylalanine + (4-hydroxyphenyl)acetaldehyde,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,14,rxn1002,L-tyrosine + phenyl acetate => L-phenylalanine + 4-hydroxyphenyl acetate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,15,rxn1006,L-tyrosine + benzaldehyde => L-phenylalanine + 3-hydroxybenzaldehyde,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,16,rxn1010,L-tyrosine + ethyl benzoate => L-phenylalanine + ethyl-4-hydroxybenzoate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,17,rxn1088,L-tyrosine + pyridoxal 5'-phosphate => 3-(4-hydroxyphenyl)pyruvate + pyridoxamine 5'-phosphate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,18,rxn1089,L-tyrosine + pyridoxal => 3-(4-hydroxyphenyl)pyruvate + pyridoxamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,19,rxn1304,4-aminobutanal + L-tyrosine => 3-(4-hydroxyphenyl)pyruvate + putrescine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,20,rxn1825,formate + L-tyrosine => H2O + N-formyl-L-tyrosine,YNL021W or YFL060C or YIL060W or YNL334C or YLR351C or YPR068C or YGL037C or YLR308W or YMR281W or YBR248C or YLR155C or YBR183W or YJL213W or YPL096W or YPL087W or YMR154C or YPL116W or YIL163C or YDR428C or YPR138C or YGL194C or YNL330C or YLR158C or YLR307W or YJL126W or YDR321W or YLR157C or YDR242W or YLR160C or YMR095C
L-tyrosine,21,rxn1837,4-aminobutanal + L-tyrosine => 3-(4-hydroxyphenyl)pyruvate + H+ + putrescine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,22,rxn1844,3-aminopropanal + L-tyrosine => 3-(4-hydroxyphenyl)pyruvate + H+ + trimethylenediamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,23,rxn1851,L-tyrosine + N4-Acetylaminobutanal => 3-(4-hydroxyphenyl)pyruvate + H+ + N-acetylputrescine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,24,rxn1862,L-allysine + L-tyrosine => 3-(4-hydroxyphenyl)pyruvate + H+ + L-lysine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,25,rxn1873,L-tyrosine + succinic semialdehyde => 3-(4-hydroxyphenyl)pyruvate + gamma-aminobutyrate + H+,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,26,rxn1882,L-glutamic 5-semialdehyde + L-tyrosine => 3-(4-hydroxyphenyl)pyruvate + H+ + ornithine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,27,rxn1893,L-tyrosine + phenylacetaldehyde => 3-(4-hydroxyphenyl)pyruvate + H+ + phenylethylamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,28,rxn1906,glycolaldehyde + L-tyrosine => 3-(4-hydroxyphenyl)pyruvate + ethanolamine + H+,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,29,rxn1919,L-tyrosine + Imidazole-4-acetaldehyde => 3-(4-hydroxyphenyl)pyruvate + H+ + histamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,30,rxn1931,L-tyrosine + 3-oxopropanoate => 3-(4-hydroxyphenyl)pyruvate + beta-alanine + H+,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,31,rxn2044,L-tyrosine => ammonium + trans-4-coumaric acid,YGL196W or YER086W or YCL064C or YKL218C
L-tyrosine,32,rxn2076,glyoxylate + L-tyrosine => 3-(4-hydroxyphenyl)pyruvate + L-glycine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,33,rxn2173,H+ + L-tyrosine => ammonium + trans-4-coumaric acid,YGL196W or YER086W or YCL064C or YKL218C
L-tyrosine,34,rxn2229,2-acetamido-5-oxopentanoate + L-tyrosine => 3-(4-hydroxyphenyl)pyruvate + N(2)-acetyl-L-ornithine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,35,rxn2230,L-allysine + L-tyrosine => 3-(4-hydroxyphenyl)pyruvate + L-lysine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,36,rxn2231,L-tyrosine + N4-Acetylaminobutanal => 3-(4-hydroxyphenyl)pyruvate + N-acetylputrescine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,37,rxn2232,L-glutamic 5-semialdehyde + L-tyrosine => 3-(4-hydroxyphenyl)pyruvate + ornithine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,38,rxn2541,L-tyrosine + 3-oxopropanoate => 3-(4-hydroxyphenyl)pyruvate + beta-alanine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,39,rxn2554,L-tyrosine + (S)-Methylmalonate semialdehyde => 3-(4-hydroxyphenyl)pyruvate + 3-aminoisobutyrate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-tyrosine,40,rxn3190,2-oxoadipic acid + L-tyrosine => 3-(4-hydroxyphenyl)pyruvate + L-2-aminoadipate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
Ornithine,1,rxn168,acetyl-CoA + ornithine => coenzyme A + N(2)-acetyl-L-ornithine,YDR138W or YGL084C or YNL071W or YDR264C or YBR042C or YOL089C or YOR175C or YIL160C or YOR162C or YDL044C or YLR246W or YPL248C or YNR019W or YOR269W or YLR372W or YGL162W or YOR221C or YDR018C or YMR266W or YJL117W or YMR042W or YMR306W or YDR451C or YMR191W or YBL074C or YAR035W or YGR032W or YHR159W or YBR289W or YLL002W or YPL028W or YEL066W or YDR191W or YDR062W or YLR033W or YGR015C or YFL017C or YJL218W or YGR177C or YPR139C or YMR127C or YLR418C or YLR239C or YDR071C or YKR038C or YDR501W or YKR067W or YNR008W or YMR296C or YNR063W or YDR235W or YKR099W or YGR110W or YPL231W or YGR193C or YOR253W or YOR025W or YLR195C or YMR069W or YPR140W or YBR081C or YLR360W or YLR439W or YMR019W or YNL326C or YLR099C or YOL141W or YHR051W or YJL071W or YDR148C or YER024W or YBL052C or YLL031C or YJL206C or YDL073W or YMR062C or YCR034W or YOL068C or YML042W or YLR342W or YNL025C or YJR098C or YBR177C or YOR245C or YBR297W or YCR106W or YPL189W or YIL101C or YDL104C or YJL024C or YML002W or YCR048W or YHL003C or YJL196C or YDR303C or YER061C or YDR232W or YOL003C or YER184C or YPL001W or YPR018W or YCL016C or YDR391C or YOR244W or YGR252W or YPL095C or YDR126W or YOL084W or YMR125W or YDL042C or YKL182W or YJL176C or YPL134C or YKL008C or YHR013C or YNL084C or YAL044C or YOR034C or YDL052C or YNL277W or YGR084C or YPL015C or YPR193C or YCR072C or YOR172W or YDR459C or YGR246C or YBL011W or YOR377W
